brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Display | Protection,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Memory | ,Main Camera | Dual,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Display | ,Main Camera | Triple,Main Camera | Single,Selfie camera | Features
infinix,https://www.gsmarena.com/infinix_hot_20-11929.php,Infinix Hot 20,170.7 x 77.4 x 8.3 mm (6.72 x 3.05 x 0.33 in),198 g (6.98 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.82 inches, 110.5 cm 2 (~83.6% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),,"Android 12, XOS 12",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",,"50 MP, f/1.6, (wide), PDAF Auxiliary lens","Quad-LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,18W wired 5W reverse wired,,,,Dual-LED flash
infinix,https://www.gsmarena.com/infinix_note_12_(2023)-11912.php,Infinix Note 12 (2023),164.4 x 76.5 x 7.8 mm (6.47 x 3.01 x 0.31 in),195 g (6.88 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,AMOLED,"6.7 inches, 108.4 cm 2 (~86.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",,"Android 12, XOS 10.6",Mediatek Helio G99 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM",,,"Quad-LED flash, HDR, panorama",1440p@30fps,"16 MP, (wide)",1440p@30fps,5000 mAh,33W wired,,"50 MP, f/1.6, (wide), PDAF Auxiliary lenses",,
infinix,https://www.gsmarena.com/infinix_zero_ultra-11922.php,Infinix Zero Ultra,165.5 x 74.5 x 8.8 mm - Coslight Silver 165.5 x 75.1 x 9.2 mm - Genesis Noir,213 g (7.51 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 120Hz, 900 nits (HBM)","6.8 inches, 111.6 cm 2 (~90.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~387 ppi density)",Corning Gorilla Glass 3,"Android 12, XOS 12",Mediatek Dimensity 920 (6 nm),Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,No,256GB 8GB RAM,,,"Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps","32 MP, f/2.0, (wide)",1080p@30fps,4500 mAh,"180W wired, 100% in 12 min",,"200 MP, f/2.0, (wide), 1/1.22"", 0.64µm, dual pixel PDAF, OIS 13 MP, f/2.4, (ultrawide), AF 2 MP",,Dual-LED flash
infinix,https://www.gsmarena.com/infinix_hot_20_5g-11923.php,Infinix Hot 20 5G,166.3 x 76.5 x 8.9 mm (6.55 x 3.01 x 0.35 in),204 g (7.20 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz, 500 nits","6.58 inches, 104.3 cm 2 (~82.0% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)",,"Android 12, XOS 10.6",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",,"50 MP, f/1.6, (wide), 1/2.8"", 0.64µm, PDAF Auxiliary lens","Dual-LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,18W wired 5W reverse wired,,,,LED flash
infinix,https://www.gsmarena.com/infinix_hot_20i-11924.php,Infinix Hot 20i,164.8 x 76.4 x 8.8 mm (6.49 x 3.01 x 0.35 in),195 g (6.88 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,"IPS LCD, 500 nits (peak)","6.6 inches, 104.6 cm 2 (~83.1% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)",,"Android 12 or Android 12 (Go edition), XOS 10.6",Mediatek MT6762G Helio G25 (12 nm) / Mediatek MT6761 Helio A22 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53) / Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),"64GB 2GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",,,Dual-LED flash,1080p@30fps,8 MP,1080p@30fps,Li-Ion 5000 mAh,10W wired 5W reverse wired,,"13 MP, f/1.8, (wide), AF Auxiliary lenses",,LED flash
infinix,https://www.gsmarena.com/infinix_zero_20-11913.php,Infinix Zero 20,164.4 x 76.7 x 8 mm (6.47 x 3.02 x 0.31 in),196 g (6.91 oz),"Glass front, aluminum frame",Nano-SIM + Nano-SIM,,"AMOLED, 90Hz","6.7 inches, 108.4 cm 2 (~86.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",,"Android 12, XOS 12",Mediatek Helio G99 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM",,,"Quad-LED flash, HDR, panorama",1440p@30fps,"60 MP, (wide), AF, OIS",1440p@30fps,4500 mAh,"45W wired, 75% in 30 min",,"108 MP, (wide), PDAF 13 MP, AF 2 MP",,"Dual-LED flash, HDR"
infinix,https://www.gsmarena.com/infinix_note_12i_2022-11919.php,Infinix Note 12i 2022,164.5 x 76.7 x 7.8 mm (6.48 x 3.02 x 0.31 in),188 g (6.63 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"AMOLED, 90Hz","6.7 inches, 108.4 cm 2 (~85.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",,"Android 12, XOS 10.6",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 6GB RAM",,,"Quad-LED flash, HDR, panorama",1440p@30fps,8 MP,1080p@30fps,5000 mAh,33W wired,,"50 MP, f/1.8, (wide), 1/2.8"", 0.64µm, PDAF Auxiliary lenses",,
infinix,https://www.gsmarena.com/infinix_hot_12_pro-11822.php,Infinix Hot 12 Pro,164.2 x 75.8 x 8.4 mm (6.46 x 2.98 x 0.33 in),191 g (6.74 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.6 inches, 104.6 cm 2 (~84.1% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)",,"Android 12, XOS 10.6",Unisoc Tiger T616 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57 MP1,microSDXC (dedicated slot),128GB 8GB RAM,,"50 MP, f/1.6, (wide), AF Auxiliary lens",Dual-LED flash,1080p@30fps,8 MP,1080p@30fps,Li-Ion 5000 mAh,18W wired,,,,LED flash
infinix,https://www.gsmarena.com/infinix_smart_6_plus_(india)-11742.php,Infinix Smart 6 Plus (India),172.6 x 77.7 x 8.7 mm (6.80 x 3.06 x 0.34 in),202 g (7.13 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,"IPS LCD, 440 nits (typ)","6.82 inches, 112.3 cm 2 (~83.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~257 ppi density)",Panda Glass,Android 12 (Go edition),Mediatek MT6762G Helio G25 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"64GB 2GB RAM, 64GB 3GB RAM",eMMC 5.1,"8 MP, f/2.0, AF Auxiliary lens","Dual-LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.0",720p@30fps,5000 mAh,,,,,LED flash
infinix,https://www.gsmarena.com/infinix_note_12_pro-11695.php,Infinix Note 12 Pro,164.4 x 76.5 x 7.8 mm (6.47 x 3.01 x 0.31 in),192 g (6.77 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,AMOLED,"6.7 inches, 108.4 cm 2 (~86.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",,"Android 12, XOS 10.6",Mediatek Helio G99 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),256GB 8GB RAM,,,"Quad-LED flash, HDR, panorama",1440p@30fps,"16 MP, f/2.0, (wide)",1440p@30fps,5000 mAh,33W wired,,"108 MP, f/1.8, (wide), 1/1.67"", PDAF Auxiliary lenses",,Dual-LED flash
infinix,https://www.gsmarena.com/infinix_note_12_pro_5g-11663.php,Infinix Note 12 Pro 5G,164.7 x 76.9 x 8 mm (6.48 x 3.03 x 0.31 in),188 g (6.63 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,AMOLED,"6.7 inches, 108.4 cm 2 (~85.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Corning Gorilla Glass 3,"Android 12, XOS 10.6",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM",,,"Quad-LED flash, HDR, panorama",1440p@30fps,"16 MP, f/2.0, (wide)",1440p@30fps,5000 mAh,33W wired,,"108 MP, f/1.8, 24mm (wide), PDAF 2 MP (macro) Auxiliary lens",,Dual-LED flash
infinix,https://www.gsmarena.com/infinix_note_12_5g-11662.php,Infinix Note 12 5G,164.7 x 76.9 x 8 mm (6.48 x 3.03 x 0.31 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,AMOLED,"6.7 inches, 108.4 cm 2 (~85.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Corning Gorilla Glass 3,"Android 12, XOS 10.6",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),64GB 6GB RAM,,,"Quad-LED flash, HDR, panorama",1440p@30fps,"16 MP, f/2.0, (wide)",1440p@30fps,5000 mAh,33W wired,,"50 MP, f/1.6, 27mm (wide), 1/2.8"", 0.64µm, PDAF Auxiliary lenses",,Dual-LED flash
infinix,https://www.gsmarena.com/infinix_hot_11s_nfc-11605.php,Infinix Hot 11s NFC,168.9 x 77 x 8.8 mm (6.65 x 3.03 x 0.35 in),-,"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz, 500 nits (peak)","6.78 inches, 109.2 cm 2 (~83.9% screen-to-body ratio)",1080 x 2460 pixels (~396 ppi density),,"Android 11, XOS 7.6",Mediatek MT6769H Helio G88 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",eMMC 5.1,,"Quad-LED flash, HDR, panorama",1440p@30fps,"8 MP, f/2.0, (wide)",1440p@30fps,5000 mAh,18W wired,,"50 MP, f/1.6, (wide), PDAF Auxiliary lenses",,Dual-LED flash
infinix,https://www.gsmarena.com/infinix_hot_12_play-11547.php,Infinix Hot 12 Play,171 x 78 x 8.9 mm (6.73 x 3.07 x 0.35 in),209 g (7.37 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.82 inches, 111.7 cm 2 (~83.8% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~259 ppi density)",,"Android 11, XOS 10",Mediatek MT6765V/CB Helio G37 (12 nm) - X6816 Unisoc T610 (12 nm) - X6816C,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53) - X6816 Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55) - X6816C,PowerVR GE8320 - X6816 Mali-G52 MP2 - X6816C,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",eMMC 5.1,"13 MP, f/1.8, (wide), 1/3.1"", 1.12µm, AF Auxiliary lens","Dual-LED flash, panorama, HDR",1080p@30fps,8 MP,1080p@30fps,6000 mAh,10W wired,,,,Dual-LED flash
infinix,https://www.gsmarena.com/infinix_hot_12_play_nfc-11876.php,Infinix Hot 12 Play NFC,171 x 78 x 8.9 mm (6.73 x 3.07 x 0.35 in),209 g (7.37 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.82 inches, 110.5 cm 2 (~82.8% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),,"Android 11, XOS 10",Unisoc T610 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MP2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",eMMC 5.1,"13 MP, f/1.8, (wide), 1/3.1"", 1.12µm, AF Auxiliary lens","Dual-LED flash, panorama, HDR",1080p@30fps,8 MP,1080p@30fps,6000 mAh,10W wired,,,,Dual-LED flash
infinix,https://www.gsmarena.com/infinix_note_12_vip-11527.php,Infinix Note 12 VIP,163.5 x 76.7 x 7.9 mm (6.44 x 3.02 x 0.31 in),199 g (7.02 oz),"Glass front, glass back, plastic frame",Nano-SIM + Nano-SIM,,"AMOLED, 1B colors, 120Hz, 700 nits (peak)","6.7 inches, 108.4 cm 2 (~86.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",,"Android 12, XOS 10.5",Mediatek MT6781 Helio G96 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 4GB RAM, 256GB 8GB RAM",UFS 2.2,,"Laser AF, Quad-LED flash, HDR, panorama","1440p@30fps, 1080p@60fps","16 MP, (wide), 1/2.76"", 1.12µm","1440p@30fps, 1080p@30fps",4500 mAh,"120W wired, 100% in 17 min",,"108 MP, f/1.8, (wide), 1/1.67"", 0.64µm, PDAF 13mm f/2.2, (ultrawide) Auxiliary lens",,Dual-LED flash
infinix,https://www.gsmarena.com/infinix_note_12_g96-11526.php,Infinix Note 12 G96,164.6 x 76.8 x 8 mm (6.48 x 3.02 x 0.31 in),185 g (6.53 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,AMOLED,"6.7 inches, 108.4 cm 2 (~85.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Corning Gorilla Glass 3,"Android 12, XOS 10.6",Mediatek MT6781 Helio G96 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM",,,"Quad-LED flash, HDR, panorama",1440p@30fps,"16 MP, f/2.0, (wide)",1440p@30fps,5000 mAh,33W wired,,"50 MP, f/1.6, (wide), 1/2.8"", 0.64µm, PDAF Auxiliary lenses",,Dual-LED flash
infinix,https://www.gsmarena.com/infinix_note_12i-11523.php,Infinix Note 12i,170.7 x 77.4 x 8.3 mm (6.72 x 3.05 x 0.33 in),198 g (6.98 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.82 inches, 110.5 cm 2 (~83.6% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),,"Android 12, XOS 10.6",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),128GB 4GB RAM,,,"Quad-LED flash, HDR, panorama",1440p@30fps,8 MP,1080p@30fps,5000 mAh,33W wired,,"50 MP, f/1.6, (wide), 1/2.8"", 0.64µm, PDAF Auxiliary lenses",,Dual-LED flash
infinix,https://www.gsmarena.com/infinix_note_12-11497.php,Infinix Note 12,164.4 x 76.7 x 7.9 mm (6.47 x 3.02 x 0.31 in),184.5 g (6.49 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"AMOLED, 1000 nits (peak)","6.7 inches, 108.4 cm 2 (~86.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",,"Android 11, XOS 10.6",Mediatek MT6769H Helio G88 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",,,"Quad-LED flash, HDR, panorama",1440p@30fps,16 MP,1080p@30fps,5000 mAh,33W wired,,"50 MP, f/1.6, (wide), 1/2.8"", 0.64µm, PDAF Auxiliary lenses",,
infinix,https://www.gsmarena.com/infinix_hot_12-11498.php,Infinix Hot 12,170.5 x 77.6 x 8.3 mm (6.71 x 3.06 x 0.33 in),195 g (6.88 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.82 inches, 111.7 cm 2 (~84.5% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~259 ppi density)",,"Android 12, XOS 10.6",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 6GB RAM",,,Dual-LED flash,1080p@30fps,8 MP,1080p@30fps,Li-Ion 5000 mAh,18W wired,,"13 MP, f/1.8, (wide), AF 2 MP Auxiliary lens",,Dual-LED flash
infinix,https://www.gsmarena.com/infinix_smart_6_hd-11499.php,Infinix Smart 6 HD,165.6 x 76.4 x 9.1 mm (6.52 x 3.01 x 0.36 in),-,"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,"IPS LCD, 500 nits (peak)","6.6 inches, 105.2 cm 2 (~83.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~266 ppi density)",,"Android 11 (Go edition), XOS 7.6",Unisoc SC9863A (28 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC (dedicated slot),"32GB 2GB RAM, 64GB 3GB RAM",eMMC 5.1,"8 MP, AF Auxiliary lens",Dual-LED flash,1080p@30fps,5 MP,720p@30fps,5000 mAh,10W wired,,,,LED flash
infinix,https://www.gsmarena.com/infinix_hot_11_2022-11478.php,Infinix Hot 11 2022,166.8 x 76.6 x 9.1 mm (6.57 x 3.02 x 0.36 in),199.6 g (7.05 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,"IPS LCD, 550 nits (peak)","6.7 inches, 108.4 cm 2 (~84.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",,"Android 11, XOS 7.6",Unisoc T610 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MP2,microSDXC (dedicated slot),64GB 4GB RAM,eMMC 5.1,"13 MP, f/2.0, (wide), PDAF Auxiliary lens","LED flash, HDR",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,10W wired,,,,
infinix,https://www.gsmarena.com/infinix_hot_12i-11473.php,Infinix Hot 12i,164.8 x 76.4 x 8.8 mm (6.49 x 3.01 x 0.35 in),190 g (6.70 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,"IPS LCD, 480 nits","6.6 inches, 104.6 cm 2 (~83.1% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)",,"Android 11, XOS 7.6",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),"64GB 2GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",eMMC 5.1,,Dual-LED flash,1080p@30fps,8 MP,1080p@30fps,Li-Ion 5000 mAh,10W wired,,"13 MP, f/1.8, (wide), AF Auxiliary lenses",,LED flash
infinix,https://www.gsmarena.com/infinix_zero_5g-11355.php,Infinix Zero 5G,168.7 x 76.5 x 8.8 mm (6.64 x 3.01 x 0.35 in),199 g (7.05 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz, 500 nits (peak)","6.78 inches, 113.7 cm 2 (~88.1% screen-to-body ratio)",1080 x 2460 pixels (~388 ppi density),,"Android 11, upgradable to Android 12, XOS 10.6",Mediatek Dimensity 900 (6 nm),Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,microSDXC (dedicated slot),128GB 8GB RAM,UFS 3.1,,"Quad-LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps","16 MP, f/2.0, (wide), 1/2.76"", 1.12µm",1080p@30fps,5000 mAh,33W wired,,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 13 MP, f/2.5, 50mm (telephoto), 1/3.1"", 1.12µm, PDAF, 2x optical zoom 2 MP",,Dual-LED flash
infinix,https://www.gsmarena.com/infinix_smart_5_pro-11221.php,Infinix Smart 5 Pro,164.4 x 75.6 x 9.5 mm (6.47 x 2.98 x 0.37 in),-,"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,"IPS LCD, 500 nits (peak)","6.52 inches, 102.6 cm 2 (~82.6% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,"Android 11 (Go edition), XOS 7.6",Unisoc SC9863A (28 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC (dedicated slot),32GB 2GB RAM,eMMC 5.1,"13 MP, f/1.8, AF Auxiliary lens",Quad-LED flash,1440p@30fps,8 MP,1080p@30fps,6000 mAh,10W wired,,,,Dual-LED flash
infinix,https://www.gsmarena.com/infinix_hot_11_play-11216.php,Infinix Hot 11 Play,171.8 x 78 x 8.9 mm (6.76 x 3.07 x 0.35 in),-,"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,"IPS LCD, 440 nits (typ)","6.82 inches, 110.5 cm 2 (~82.4% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),,"Android 11, XOS 7.6",Mediatek MT6765G Helio G35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,"13 MP, f/1.8, (wide), 1/3.1"", 1.12µm, AF Auxiliary lens","Quad-LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,6000 mAh,10W wired,,,,LED flash
infinix,https://www.gsmarena.com/infinix_note_11i-11214.php,Infinix Note 11i,173.2 x 78.7 x 8.8 mm (6.82 x 3.10 x 0.35 in),-,"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,IPS LCD,"6.95 inches, 114.7 cm 2 (~84.2% screen-to-body ratio)",1080 x 2460 pixels (~387 ppi density),,"Android 11, XOS 7.6",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),64GB 4GB RAM,eMMC 5.1,,"Quad-LED flash, HDR, panorama","1440p@30fps, 1080p@30fps",16 MP,1080p@30fps,5000 mAh,18W wired,,"48 MP, f/1.8, PDAF 2 MP (macro) Auxiliary lens",,
infinix,https://www.gsmarena.com/infinix_note_11s-11202.php,Infinix Note 11s,173.1 x 78.4 x 8.7 mm (6.81 x 3.09 x 0.34 in),-,"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz","6.95 inches, 114.7 cm 2 (~84.5% screen-to-body ratio)",1080 x 2460 pixels (~387 ppi density),,"Android 11, XOS 10",Mediatek MT6781 Helio G96 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",UFS 2.2,,"Quad-LED flash, HDR, panorama",1440p@30fps,16 MP,1080p@30fps,5000 mAh,33W wired,,"50 MP, f/1.6, (wide), PDAF 2 MP (macro) Auxiliary lens",,
infinix,https://www.gsmarena.com/infinix_note_11-11201.php,Infinix Note 11,164.4 x 76.7 x 7.9 mm (6.47 x 3.02 x 0.31 in),184 g (6.49 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"AMOLED, 650 nits (peak)","6.7 inches, 108.4 cm 2 (~86.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",,"Android 11, XOS 10",Mediatek MT6769H Helio G88 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",,,"Quad-LED flash, HDR, panorama",1440p@30fps,16 MP,1080p@30fps,5000 mAh,33W wired,,"50 MP, f/1.6, (wide), PDAF Auxiliary lenses",,
infinix,https://www.gsmarena.com/infinix_smart_6-11189.php,Infinix Smart 6,165.6 x 76.4 x 9.1 mm (6.52 x 3.01 x 0.36 in),-,"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,"IPS LCD, 500 nits (typ)","6.6 inches, 105.2 cm 2 (~83.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~266 ppi density)",,"Android 11 (Go edition), XOS 7.6",Unisoc SC9863A (28 nm) - version 1 Mediatek MT6761 Helio A22 (12 nm) - version 2,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55) - version 1 Quad-core 2.0 GHz Cortex-A53 - version 2,IMG8322 - version 1 PowerVR GE8320 - version 2,microSDXC (dedicated slot),"32GB 2GB RAM, 64GB 2GB RAM, 64GB 3GB RAM",eMMC 5.1,"8 MP, AF Auxiliary lens",Dual-LED flash,1080p@30fps,5 MP,720p@30fps,5000 mAh,10W wired,,,,LED flash
